"Computer Name";"OS Version";"PS Version";"Users Active";"Top 5 CPU";"Report Date"
"LAOCOON";"Майкрософт Windows 11 Home";"5.1.26100.7920";"5";"System, svchost, chrome, dwm, WUDFHost";"2026-03-26 16:48"
